Date,High,Low,Open,Close,Volume,Adj Close,Volatility,EPS,PE_ratio
1980-12-12,0.12890625,0.1283482164144516,0.1283482164144516,0.1283482164144516,469033600.0,0.10108667612075806,,0.1,1.0108667612075806
1980-12-15,0.1222098246216774,0.1216517835855484,0.1222098246216774,0.1216517835855484,175884800.0,0.0958126336336136,,0.1,0.958126336336136
1980-12-16,0.11328125,0.1127232164144516,0.11328125,0.1127232164144516,105728000.0,0.0887804850935936,,0.1,0.887804850935936
1980-12-17,0.1160714253783226,0.1155133917927742,0.1155133917927742,0.1155133917927742,86441600.0,0.09097800403833388,,0.1,0.9097800403833387
1980-12-18,0.1194196417927742,0.1188616082072258,0.1188616082072258,0.1188616082072258,73449600.0,0.09361504763364792,,0.1,0.9361504763364792
1980-12-19,0.1266741007566452,0.1261160671710968,0.1261160671710968,0.1261160671710968,48630400.0,0.0993286594748497,,0.1,0.993286594748497
1980-12-22,0.1328125,0.1322544664144516,0.1322544664144516,0.1322544664144516,37363200.0,0.10416325926780699,,0.1,1.0416325926780698
1980-12-23,0.1383928507566452,0.1378348171710968,0.1378348171710968,0.1378348171710968,46950400.0,0.10855832695961,,0.1,1.0855832695960999
1980-12-24,0.1456473171710968,0.1450892835855484,0.1450892835855484,0.1450892835855484,48003200.0,0.11427190899848938,,0.1,1.1427190899848938
1980-12-26,0.1590401828289032,0.1584821492433548,0.1584821492433548,0.1584821492433548,55574400.0,0.12482006847858428,,0.1,1.2482006847858427
1980-12-29,0.1612723171710968,0.1607142835855484,0.1607142835855484,0.1607142835855484,93161600.0,0.12657807767391205,,0.1,1.2657807767391205
1980-12-30,0.1573660671710968,0.1568080335855484,0.1573660671710968,0.1568080335855484,68880000.0,0.12350151687860488,,0.1,1.2350151687860487
1980-12-31,0.1529017835855484,0.15234375,0.1529017835855484,0.15234375,35750400.0,0.119985431432724,,0.1,1.19985431432724
1981-01-02,0.1551339328289032,0.1540178507566452,0.1540178507566452,0.1540178507566452,21660800.0,0.1213040128350258,,0.1,1.2130401283502579
1981-01-05,0.1512276828289032,0.1506696492433548,0.1512276828289032,0.1506696492433548,35728000.0,0.11866693943738935,,0.1,1.1866693943738933
1981-01-06,0.14453125,0.1439732164144516,0.14453125,0.1439732164144516,45158400.0,0.1133928969502449,,0.1,1.133928969502449
