Date,High,Low,Open,Close,Volume,Adj Close,Volatility,EPS,PE_ratio
2012-05-18,45.0,38.0,42.04999923706055,38.22999954223633,573576400,38.22999954223633,,0.02,1911.4999771118164
2012-05-21,36.65999984741211,33.0,36.52999877929688,34.029998779296875,168192700,34.029998779296875,,0.02,1701.4999389648438
2012-05-22,33.59000015258789,30.940000534057607,32.610000610351555,31.0,101786600,31.0,,0.02,1550.0
2012-05-23,32.5,31.36000061035156,31.3700008392334,32.0,73600000,32.0,,0.02,1600.0
2012-05-24,33.209999084472656,31.770000457763672,32.950000762939446,33.029998779296875,50237200,33.029998779296875,,0.02,1651.4999389648438
2012-05-25,32.950000762939446,31.11000061035156,32.900001525878906,31.90999984741211,37149800,31.90999984741211,,0.02,1595.4999923706055
2012-05-29,31.690000534057607,28.649999618530273,31.479999542236328,28.84000015258789,78063400,28.84000015258789,,0.02,1442.0000076293945
2012-05-30,29.54999923706055,27.86000061035156,28.70000076293945,28.190000534057607,57267900,28.190000534057607,,0.02,1409.5000267028804
2012-05-31,29.670000076293945,26.82999992370605,28.54999923706055,29.60000038146973,111639200,29.60000038146973,,0.02,1480.0000190734866
2012-06-01,29.149999618530273,27.38999938964844,28.88999938964844,27.71999931335449,41855500,27.71999931335449,,0.02,1385.9999656677244
2012-06-04,27.649999618530273,26.440000534057607,27.20000076293945,26.899999618530273,35230300,26.899999618530273,,0.02,1344.9999809265137
2012-06-05,27.76000022888184,25.75,26.70000076293945,25.8700008392334,42473400,25.8700008392334,,0.02,1293.50004196167
2012-06-06,27.170000076293945,25.520000457763672,26.06999969482422,26.809999465942386,61489200,26.809999465942386,,0.02,1340.4999732971194
2012-06-07,27.35000038146973,26.149999618530273,27.0,26.309999465942386,26159500,26.309999465942386,,0.02,1315.4999732971194
2012-06-08,27.76000022888184,26.440000534057607,26.54999923706055,27.10000038146973,38034000,27.10000038146973,,0.02,1355.0000190734866
2012-06-11,28.06999969482422,26.84000015258789,27.18000030517578,27.01000022888184,28219600,27.01000022888184,,0.02,1350.500011444092
2012-06-12,27.770000457763672,26.959999084472656,27.479999542236328,27.399999618530273,15816800,27.399999618530273,,0.02,1369.9999809265137
2012-06-13,28.10000038146973,27.10000038146973,27.65999984741211,27.270000457763672,17102800,27.270000457763672,,0.02,1363.5000228881836
2012-06-14,28.31999969482422,27.3799991607666,27.649999618530273,28.290000915527344,16855000,28.290000915527344,,0.02,1414.5000457763672
2012-06-15,30.10000038146973,28.35000038146973,28.51000022888184,30.01000022888184,43563800,30.01000022888184,,0.02,1500.500011444092
2012-06-18,32.080001831054695,29.40999984741211,29.959999084472656,31.40999984741211,42978900,31.40999984741211,,0.02,1570.4999923706055
2012-06-19,32.18000030517578,30.70000076293945,31.540000915527344,31.90999984741211,30849000,31.90999984741211,,0.02,1595.4999923706055
2012-06-20,31.93000030517578,31.149999618530273,31.920000076293945,31.60000038146973,15553600,31.60000038146973,,0.02,1580.0000190734866
2012-06-21,32.5,31.51000022888184,31.670000076293945,31.84000015258789,21875300,31.84000015258789,,0.02,1592.0000076293945
2012-06-22,33.450000762939446,32.060001373291016,32.40999984741211,33.049999237060554,74834000,33.049999237060554,,0.02,1652.4999618530276
2012-06-25,33.02000045776367,31.54999923706055,32.860000610351555,32.060001373291016,24352900,32.060001373291016,,0.02,1603.0000686645508
2012-06-26,33.439998626708984,32.5,32.689998626708984,33.09999847412109,24858700,33.09999847412109,,0.02,1654.9999237060542
2012-06-27,32.900001525878906,31.899999618530273,32.459999084472656,32.22999954223633,28568000,32.22999954223633,,0.02,1611.4999771118164
2012-06-28,32.189998626708984,30.899999618530273,31.959999084472656,31.36000061035156,17713300,31.36000061035156,,0.02,1568.000030517578
2012-06-29,31.989999771118164,30.76000022888184,31.920000076293945,31.10000038146973,19526900,31.10000038146973,45.45587099844311,0.02,1555.0000190734866
2012-07-02,31.729999542236328,30.54999923706055,31.25,30.770000457763672,14122000,30.770000457763672,38.700420348118776,0.02,1538.5000228881836
2012-07-03,31.440000534057607,30.79999923706055,30.90999984741211,31.20000076293945,8763600,31.20000076293945,36.96388855231318,0.02,1560.0000381469724
2012-07-05,31.6299991607666,31.020000457763672,31.31999969482422,31.46999931335449,10032100,31.46999931335449,37.110640681016534,0.02,1573.4999656677244
2012-07-06,31.899999618530273,31.26000022888184,31.440000534057607,31.729999542236328,10945600,31.729999542236328,36.98667648378368,0.02,1586.4999771118164
2012-07-09,32.880001068115234,31.989999771118164,32.09999847412109,32.169998168945305,17785200,32.169998168945305,36.43473730274747,0.02,1608.4999084472652
2012-07-10,32.47999954223633,31.15999984741211,32.43000030517578,31.46999931335449,14269500,31.46999931335449,36.24292725498556,0.02,1573.4999656677244
2012-07-11,31.559999465942386,30.54999923706055,31.479999542236328,30.96999931335449,13030300,30.96999931335449,36.247948595454226,0.02,1548.4999656677244
2012-07-12,31.399999618530273,30.60000038146973,30.70000076293945,30.809999465942386,11300700,30.809999465942386,35.948791271911674,0.02,1540.4999732971194
2012-07-13,31.06999969482422,30.559999465942386,31.040000915527344,30.71999931335449,8108300,30.71999931335449,35.98216576233933,0.02,1535.9999656677244
2012-07-16,30.5,28.209999084472656,30.5,28.25,24672100,28.25,35.71505215207079,0.02,1412.5
2012-07-17,28.59000015258789,27.149999618530273,28.479999542236328,28.09000015258789,30438600,28.09000015258789,34.954801519565365,0.02,1404.5000076293945
2012-07-18,29.290000915527344,28.149999618530273,28.309999465942386,29.11000061035156,16841800,29.11000061035156,32.72793722597479,0.02,1455.500030517578
2012-07-19,29.5,28.6299991607666,29.40999984741211,29.0,13685100,29.0,31.330380798694524,0.02,1450.0
