,Date,High,Low,Open,Close,Volume,Adj Close,Volatility
0,1980-12-12,0.12890625,0.1283482164144516,0.1283482164144516,0.1283482164144516,469033600.0,0.10108667612075806,
1,1980-12-15,0.1222098246216774,0.1216517835855484,0.1222098246216774,0.1216517835855484,175884800.0,0.0958126336336136,
2,1980-12-16,0.11328125,0.1127232164144516,0.11328125,0.1127232164144516,105728000.0,0.0887804850935936,
3,1980-12-17,0.1160714253783226,0.1155133917927742,0.1155133917927742,0.1155133917927742,86441600.0,0.09097800403833388,
4,1980-12-18,0.1194196417927742,0.1188616082072258,0.1188616082072258,0.1188616082072258,73449600.0,0.09361504763364792,
5,1980-12-19,0.1266741007566452,0.1261160671710968,0.1261160671710968,0.1261160671710968,48630400.0,0.0993286594748497,
6,1980-12-22,0.1328125,0.1322544664144516,0.1322544664144516,0.1322544664144516,37363200.0,0.10416325926780699,
7,1980-12-23,0.1383928507566452,0.1378348171710968,0.1378348171710968,0.1378348171710968,46950400.0,0.10855832695961,
8,1980-12-24,0.1456473171710968,0.1450892835855484,0.1450892835855484,0.1450892835855484,48003200.0,0.11427190899848938,
9,1980-12-26,0.1590401828289032,0.1584821492433548,0.1584821492433548,0.1584821492433548,55574400.0,0.12482006847858428,
10,1980-12-29,0.1612723171710968,0.1607142835855484,0.1607142835855484,0.1607142835855484,93161600.0,0.12657807767391205,
11,1980-12-30,0.1573660671710968,0.1568080335855484,0.1573660671710968,0.1568080335855484,68880000.0,0.12350151687860488,
12,1980-12-31,0.1529017835855484,0.15234375,0.1529017835855484,0.15234375,35750400.0,0.119985431432724,
13,1981-01-02,0.1551339328289032,0.1540178507566452,0.1540178507566452,0.1540178507566452,21660800.0,0.1213040128350258,
14,1981-01-05,0.1512276828289032,0.1506696492433548,0.1512276828289032,0.1506696492433548,35728000.0,0.11866693943738935,
15,1981-01-06,0.14453125,0.1439732164144516,0.14453125,0.1439732164144516,45158400.0,0.1133928969502449,
16,1981-01-07,0.1383928507566452,0.1378348171710968,0.1383928507566452,0.1378348171710968,55686400.0,0.10855832695961,
17,1981-01-08,0.1356026828289032,0.1350446492433548,0.1356026828289032,0.1350446492433548,39827200.0,0.10636074095964433,
18,1981-01-09,0.1428571492433548,0.1422991007566452,0.1422991007566452,0.1422991007566452,21504000.0,0.1120743602514267,
19,1981-01-12,0.1422991007566452,0.1411830335855484,0.1422991007566452,0.1411830335855484,23699200.0,0.111195370554924,
20,1981-01-13,0.13671875,0.1361607164144516,0.13671875,0.1361607164144516,23049600.0,0.10723979771137238,
21,1981-01-14,0.1372767835855484,0.13671875,0.13671875,0.13671875,14291200.0,0.10767928510904312,
22,1981-01-15,0.140625,0.1395089328289032,0.1395089328289032,0.1395089328289032,14067200.0,0.1098768562078476,
23,1981-01-16,0.1389508992433548,0.1383928507566452,0.1389508992433548,0.1383928507566452,13395200.0,0.10899784415960312,
24,1981-01-19,0.1473214328289032,0.1467633992433548,0.1467633992433548,0.1467633992433548,41574400.0,0.1155903935432434,
25,1981-01-20,0.1428571492433548,0.1422991007566452,0.1428571492433548,0.1422991007566452,30083200.0,0.1120743602514267,
26,1981-01-21,0.1462053507566452,0.1450892835855484,0.1450892835855484,0.1450892835855484,15904000.0,0.11427190899848938,
27,1981-01-22,0.1478794664144516,0.1467633992433548,0.1467633992433548,0.1467633992433548,35548800.0,0.1155903935432434,
28,1981-01-23,0.1473214328289032,0.1462053507566452,0.1467633992433548,0.1462053507566452,11222400.0,0.11515094339847565,
29,1981-01-26,0.14453125,0.1439732164144516,0.14453125,0.1439732164144516,24640000.0,0.1133928969502449,0.15255789985223278
30,1981-01-27,0.1439732164144516,0.1428571492433548,0.1439732164144516,0.1428571492433548,23699200.0,0.11251390725374223,0.1502712704956853
31,1981-01-28,0.1389508992433548,0.1383928507566452,0.1389508992433548,0.1383928507566452,28156800.0,0.10899784415960312,0.14381009470711426
32,1981-01-29,0.1339285671710968,0.1333705335855484,0.1339285671710968,0.1333705335855484,43904000.0,0.10504225641489028,0.1290213105345763
33,1981-01-30,0.1272321492433548,0.1261160671710968,0.1272321492433548,0.1261160671710968,46188800.0,0.0993286594748497,0.11941470876408555
34,1981-02-02,0.1194196417927742,0.1188616082072258,0.1194196417927742,0.1188616082072258,23766400.0,0.09361504763364792,0.11941470876408555
35,1981-02-03,0.1238839253783226,0.1233258917927742,0.1233258917927742,0.1233258917927742,19152000.0,0.09713111072778703,0.12154979079726849
36,1981-02-04,0.1283482164144516,0.1277901828289032,0.1277901828289032,0.1277901828289032,27865600.0,0.10064717382192613,0.12384085802815933
37,1981-02-05,0.12890625,0.1277901828289032,0.1277901828289032,0.1277901828289032,7929600.0,0.10064717382192613,0.1275664182435578
38,1981-02-06,0.12890625,0.1283482164144516,0.1283482164144516,0.1283482164144516,13865600.0,0.10108667612075806,0.1305706023736849
39,1981-02-09,0.1227678582072258,0.1216517835855484,0.1227678582072258,0.1216517835855484,16755200.0,0.0958126336336136,0.13065538894697873
40,1981-02-10,0.1222098246216774,0.1216517835855484,0.1216517835855484,0.1216517835855484,18345600.0,0.0958126336336136,0.12685296639648766
41,1981-02-11,0.1183035746216774,0.1177455335855484,0.1183035746216774,0.1177455335855484,13843200.0,0.09273602813482283,0.12731531335171364
42,1981-02-12,0.1171875,0.1166294664144516,0.1171875,0.1166294664144516,14560000.0,0.09185704588890076,0.13004252776838957
43,1981-02-13,0.1149553582072258,0.1138392835855484,0.1149553582072258,0.1138392835855484,11155200.0,0.08965945243835449,0.13188820080571742
44,1981-02-17,0.1171875,0.1166294664144516,0.1166294664144516,0.1166294664144516,12275200.0,0.09185704588890076,0.13210800828086286
45,1981-02-18,0.1227678582072258,0.1216517835855484,0.1216517835855484,0.1216517835855484,19241600.0,0.0958126336336136,0.13215880093891227
46,1981-02-19,0.1149553582072258,0.1143973246216774,0.1149553582072258,0.1143973246216774,22310400.0,0.0900990143418312,0.13776548158766547
47,1981-02-20,0.1088169664144516,0.1082589253783226,0.1088169664144516,0.1082589253783226,24371200.0,0.08526439964771271,0.14750028514848573
48,1981-02-23,0.1104910746216774,0.1099330335855484,0.1099330335855484,0.1099330335855484,14112000.0,0.08658292889595033,0.15234891189431155
49,1981-02-24,0.1071428582072258,0.1060267835855484,0.1071428582072258,0.1060267835855484,16979200.0,0.08350638300180435,0.15910560389631123
50,1981-02-25,0.11328125,0.1127232164144516,0.1127232164144516,0.1127232164144516,19488000.0,0.0887804850935936,0.16204715653885127
51,1981-02-26,0.1149553582072258,0.1143973246216774,0.1143973246216774,0.1143973246216774,10841600.0,0.0900990143418312,0.16342244274459378
52,1981-02-27,0.1194196417927742,0.1183035746216774,0.1183035746216774,0.1183035746216774,14761600.0,0.09317559003829956,0.16186679669838594
53,1981-03-02,0.1194196417927742,0.1188616082072258,0.1188616082072258,0.1188616082072258,11760000.0,0.09361504763364792,0.16015795991363588
54,1981-03-03,0.1177455335855484,0.1171875,0.1177455335855484,0.1171875,16172800.0,0.0922965258359909,0.1532604890737128
55,1981-03-04,0.1166294664144516,0.1160714253783226,0.1166294664144516,0.1160714253783226,13708800.0,0.09141753613948822,0.14865278847619087
56,1981-03-05,0.1160714253783226,0.1155133917927742,0.1160714253783226,0.1155133917927742,5376000.0,0.09097800403833388,0.14098417379322672
57,1981-03-06,0.1155133917927742,0.1143973246216774,0.1155133917927742,0.1143973246216774,11603200.0,0.0900990143418312,0.1303392518030988
58,1981-03-09,0.1060267835855484,0.10546875,0.1060267835855484,0.10546875,15321600.0,0.08306686580181122,0.12207027204774709
59,1981-03-10,0.1010044664144516,0.1004464253783226,0.1010044664144516,0.1004464253783226,28380800.0,0.07911132276058197,0.11710712257255046
60,1981-03-11,0.09765625,0.0965401753783226,0.09765625,0.0965401753783226,29859200.0,0.07603474706411363,0.11382927628740473
61,1981-03-12,0.1010044664144516,0.1004464253783226,0.1004464253783226,0.1004464253783226,59248000.0,0.07911132276058197,0.1089796129275613
62,1981-03-13,0.0998883917927742,0.0993303582072258,0.0998883917927742,0.0993303582072258,231302400.0,0.0782322809100151,0.10767207835858862
63,1981-03-16,0.1043526753783226,0.1032366082072258,0.1032366082072258,0.1032366082072258,37228800.0,0.08130884170532228,0.10761880781526033
64,1981-03-17,0.109375,0.1082589253783226,0.1082589253783226,0.1082589253783226,43747200.0,0.08526439964771271,0.10789012842090082
65,1981-03-18,0.1160714253783226,0.1149553582072258,0.1149553582072258,0.1149553582072258,36937600.0,0.09053851664066316,0.10561410973330244
66,1981-03-19,0.1143973246216774,0.1138392835855484,0.1143973246216774,0.1138392835855484,37811200.0,0.08965945243835449,0.10018335522019409
67,1981-03-20,0.1160714253783226,0.1149553582072258,0.1149553582072258,0.1149553582072258,14604800.0,0.09053851664066316,0.09417800351715498
68,1981-03-23,0.1205357164144516,0.1194196417927742,0.1194196417927742,0.1194196417927742,22019200.0,0.09405458718538284,0.0882094275796937
69,1981-03-24,0.1194196417927742,0.1188616082072258,0.1194196417927742,0.1188616082072258,28156800.0,0.09361504763364792,0.08685586747604454
70,1981-03-25,0.1177455335855484,0.1166294664144516,0.1177455335855484,0.1166294664144516,7056000.0,0.09185704588890076,0.08468055056528531
71,1981-03-26,0.1149553582072258,0.1143973246216774,0.1149553582072258,0.1143973246216774,12275200.0,0.0900990143418312,0.08383188340676098
72,1981-03-27,0.1110491082072258,0.1104910746216774,0.1110491082072258,0.1104910746216774,12252800.0,0.08702243119478226,0.08319439757736194
73,1981-03-30,0.1116071417927742,0.1104910746216774,0.1104910746216774,0.1104910746216774,9900800.0,0.08702243119478226,0.08311366184933792
74,1981-03-31,0.1104910746216774,0.109375,0.1104910746216774,0.109375,15993600.0,0.08614345639944078,0.0824590834954304
75,1981-04-01,0.1088169664144516,0.1082589253783226,0.1088169664144516,0.1082589253783226,34070400.0,0.08526439964771271,0.07916899888496212
76,1981-04-02,0.1183035746216774,0.1177455335855484,0.1177455335855484,0.1177455335855484,31404800.0,0.09273602813482283,0.08029319869874497
77,1981-04-03,0.1188616082072258,0.1183035746216774,0.1183035746216774,0.1183035746216774,16486400.0,0.09317559003829956,0.08159962279407151
